full_name,age,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,salary
Jack Simpson,25,2019/2020,Defender,AFC Bournemouth,238,145,93,England,4,2,2,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0,1.89,48,60,0,0,0.0,-1,-1,-1,24,156000
Jack Stacey,26,2019/2020,Midfielder,AFC Bournemouth,1550,746,804,England,19,9,10,0,0,0,2,2,0,0,0,2,1,1,26,11,15,2,0,0.12,0.12,0.0,0.0,0.0,0,1.51,60,82,775,775,0.12,257,113,-1,21,1560000
Jack Stephens,28,2019/2020,Defender,Southampton,2452,1209,1243,England,28,14,14,1,0,1,3,1,2,0,0,7,3,4,35,17,18,5,1,0.15,0.11,0.04,0.0,0.07,2452,1.28,70,88,409,817,0.22,240,129,85,10,2496000
Jack Wilshere,30,2019/2020,Midfielder,West Ham United,211,110,101,England,8,4,4,0,0,0,0,0,0,0,0,2,1,1,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.71,53,26,0,0,0.0,-1,-1,-1,27,5200000
Jaïro Riedewald,26,2019/2020,Defender,Crystal Palace,763,279,484,Netherlands,17,7,10,0,0,0,0,0,0,0,0,4,1,3,9,3,6,0,0,0.0,0.0,0.0,0.0,0.0,0,1.06,85,45,0,0,0.0,302,261,48,15,2860000
Jamal Lascelles,28,2019/2020,Defender,Newcastle United,2079,1010,1069,England,24,12,12,1,1,0,0,0,0,0,0,8,6,2,26,7,19,5,0,0.04,0.0,0.04,0.09,0.0,2079,1.13,80,87,416,0,0.22,229,276,54,17,2080000
Jamal Lewis,24,2019/2020,Midfielder,Norwich City,2304,1214,1090,Northern Ireland,28,15,13,1,1,0,0,0,0,0,0,2,1,1,54,28,26,4,0,0.04,0.0,0.04,0.07,0.0,2304,2.11,43,82,576,0,0.16,228,330,-1,10,260000
James Chester,33,2019/2020,Defender,Aston Villa,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1560000
James Justin,23,2019/2020,Midfielder,Leicester City,1010,460,550,England,13,6,7,0,0,0,1,1,0,0,0,5,5,0,12,1,11,1,0,0.09,0.09,0.0,0.0,0.0,0,1.07,84,78,1010,1010,0.09,369,147,-1,22,429000
James Maddison,25,2019/2020,Midfielder,Leicester City,2628,1315,1313,England,31,15,16,6,3,3,3,0,3,0,0,10,5,5,25,14,11,4,0,0.31,0.1,0.21,0.21,0.21,438,0.86,105,85,657,876,0.14,87,138,-1,4,2860000
James McArthur,35,2019/2020,Midfielder,Crystal Palace,3105,1607,1498,Scotland,37,19,18,0,0,0,3,2,1,0,0,10,6,4,38,17,21,6,0,0.09,0.09,0.0,0.0,0.0,0,1.1,82,84,518,1035,0.17,334,154,-1,23,2860000
James McCarthy,31,2019/2020,Midfielder,Crystal Palace,1668,787,881,Republic of Ireland,33,15,18,0,0,0,0,0,0,0,0,7,4,3,27,10,17,9,0,0.0,0.0,0.0,0.0,0.0,0,1.46,62,51,185,0,0.49,337,341,-1,18,2600000
James Milner,36,2019/2020,Midfielder,Liverpool,926,560,366,England,22,12,10,2,1,1,2,1,1,2,0,8,3,5,9,7,2,4,0,0.39,0.19,0.19,0.16,0.25,463,0.87,103,42,232,463,0.39,94,61,-1,11,7280000
James Tarkowski,29,2019/2020,Defender,Burnley,3420,1710,1710,England,38,19,19,2,1,1,2,1,1,0,0,15,8,7,48,22,26,10,0,0.11,0.05,0.05,0.05,0.05,1710,1.26,71,90,342,1710,0.26,220,214,79,5,2600000
James Tomkins,33,2019/2020,Defender,Crystal Palace,1584,803,781,England,18,9,9,1,0,1,1,1,0,0,0,3,1,2,23,12,11,5,0,0.11,0.06,0.06,0.0,0.12,1584,1.31,69,88,317,1584,0.28,216,190,93,9,2600000
James Ward-Prowse,27,2019/2020,Midfielder,Southampton,3420,1710,1710,England,38,19,19,5,2,3,3,1,2,1,2,9,3,6,56,33,23,9,0,0.21,0.08,0.13,0.11,0.16,684,1.47,61,90,380,1140,0.24,129,166,-1,2,2253333
Jamie Vardy,35,2019/2020,Forward,Leicester City,3034,1594,1440,England,35,19,16,23,12,11,5,4,1,4,1,12,8,4,35,15,20,2,0,0.83,0.15,0.68,0.68,0.69,132,1.04,87,87,1517,607,0.06,6,89,-1,1,7280000
Jan Bednarek,26,2019/2020,Defender,Southampton,3058,1530,1528,Poland,34,17,17,1,1,0,1,0,1,0,0,7,3,4,53,30,23,4,0,0.06,0.03,0.03,0.06,0.0,3058,1.56,58,90,765,3058,0.12,247,240,126,11,1040000
Jan Vertonghen,35,2019/2020,Defender,Tottenham Hotspur,1644,689,955,Belgium,23,9,14,1,0,1,1,1,0,0,0,5,3,2,23,7,16,2,0,0.11,0.05,0.05,0.0,0.09,1644,1.26,71,71,822,1644,0.11,224,217,78,11,4628000
Jannik Vestergaard,30,2019/2020,Defender,Southampton,1497,676,821,Denmark,19,9,10,1,1,0,0,0,0,0,0,4,0,4,25,16,9,3,0,0.06,0.0,0.06,0.13,0.0,1497,1.5,60,79,499,0,0.18,203,401,118,9,3120000
Jarrod Bowen,25,2019/2020,Forward,West Ham United,922,463,459,England,13,6,7,1,1,0,4,3,1,0,0,1,0,1,13,7,6,0,0,0.49,0.39,0.1,0.19,0.0,922,1.27,71,71,0,231,0.0,162,10,-1,14,5000000
Jay Rodriguez,33,2019/2020,Forward,Burnley,2007,927,1080,England,36,19,17,8,3,5,1,1,0,1,0,14,8,6,32,13,19,1,0,0.4,0.04,0.36,0.29,0.42,251,1.43,63,56,2007,2007,0.04,44,230,-1,2,1820000
Jean-Philippe Gbamin,27,2019/2020,Midfielder,Everton,135,90,45,Ivory Coast,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,68,0,0,0.0,-1,-1,-1,17,3900000
Jeff Hendrick,30,2019/2020,Midfielder,Burnley,1935,1042,893,Republic of Ireland,24,12,12,2,1,1,2,1,1,0,0,10,6,4,29,13,16,8,0,0.19,0.09,0.09,0.09,0.1,968,1.35,67,81,242,968,0.37,167,151,-1,8,1820000
Jefferson Lerma,28,2019/2020,Midfielder,AFC Bournemouth,2708,1404,1304,Colombia,33,18,15,1,1,0,2,0,2,0,0,4,2,2,48,22,26,13,1,0.1,0.07,0.03,0.06,0.0,2708,1.6,56,82,208,1354,0.43,246,177,-1,10,2600000
Jeffrey Schlupp,29,2019/2020,Defender,Crystal Palace,1035,591,444,Ghana,17,9,8,3,2,1,1,0,1,0,0,5,3,2,15,7,8,2,0,0.35,0.09,0.26,0.3,0.2,345,1.3,69,61,518,1035,0.17,66,146,90,5,2912000
Jesse Lingard,29,2019/2020,Midfielder,Manchester United,931,454,477,England,22,10,12,1,0,1,0,0,0,0,0,5,2,3,13,4,9,3,0,0.1,0.0,0.1,0.0,0.19,931,1.26,72,42,310,0,0.29,155,353,-1,11,3900000
João Cancelo,28,2019/2020,Defender,Manchester City,1205,729,476,Portugal,17,10,7,0,0,0,0,0,0,0,0,8,6,2,7,4,3,4,0,0.0,0.0,0.0,0.0,0.0,0,0.52,172,71,301,0,0.3,361,338,2,20,4160000
João Pedro Junqueira de Jesus,21,2019/2020,Forward,Watford,22,16,6,Brazil,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4.09,22,7,0,0,0.0,-1,-1,-1,26,4680000
Joe Gomez,25,2019/2020,Defender,Liverpool,1999,1095,904,England,28,15,13,0,0,0,0,0,0,0,0,13,7,6,16,8,8,7,0,0.0,0.0,0.0,0.0,0.0,0,0.72,125,71,286,0,0.32,342,313,7,23,3900000
Joel Ward,32,2019/2020,Defender,Crystal Palace,2383,1268,1115,England,29,15,14,0,0,0,0,0,0,0,0,7,5,2,34,13,21,4,0,0.0,0.0,0.0,0.0,0.0,0,1.28,70,82,596,0,0.15,333,351,84,24,1820000
Joelinton Cassio Apolinário de Lira,26,2019/2020,Forward,Newcastle United,2698,1410,1288,Brazil,38,19,19,2,1,1,2,0,2,0,0,11,7,4,43,15,28,7,0,0.13,0.07,0.07,0.06,0.07,1349,1.43,63,71,385,1349,0.23,193,180,-1,11,4500000
John McGinn,28,2019/2020,Midfielder,Aston Villa,2317,1160,1157,Scotland,28,15,13,3,1,2,3,2,1,0,0,6,6,0,39,16,23,3,0,0.23,0.12,0.12,0.08,0.16,772,1.51,59,83,772,772,0.12,131,112,-1,7,1300000
John Stones,28,2019/2020,Defender,Manchester City,1119,624,495,England,16,8,8,0,0,0,0,0,0,0,0,7,3,4,14,6,8,0,0,0.0,0.0,0.0,0.0,0.0,0,1.13,80,70,0,0,0.0,358,284,56,23,5200000
Jonjo Shelvey,30,2019/2020,Midfielder,Newcastle United,2124,1248,876,England,26,16,10,6,3,3,2,1,1,0,0,8,5,3,31,16,15,3,0,0.34,0.08,0.25,0.22,0.31,354,1.31,69,82,708,1062,0.13,71,160,-1,1,3640000
Jonny,28,2019/2020,Defender,Wolverhampton Wanderers,2891,1593,1298,Spain,35,18,17,2,1,1,2,0,2,0,0,12,7,5,30,16,14,4,0,0.12,0.06,0.06,0.06,0.07,1446,0.93,96,83,723,1446,0.12,200,200,31,9,4160000
Jonny Evans,34,2019/2020,Defender,Leicester City,3386,1710,1676,Northern Ireland,38,19,19,1,0,1,1,1,0,0,0,13,8,5,38,16,22,9,1,0.05,0.03,0.03,0.0,0.05,3386,1.01,89,89,339,3386,0.27,255,242,42,12,4160000
Jordan Ayew,31,2019/2020,Forward,Crystal Palace,3162,1624,1538,Ghana,37,19,18,9,4,5,2,2,0,0,0,10,6,4,44,17,27,6,0,0.31,0.06,0.26,0.22,0.29,351,1.25,72,85,527,1581,0.17,65,197,-1,1,1690000
Jordan Henderson,32,2019/2020,Midfielder,Liverpool,2244,992,1252,England,30,14,16,4,2,2,5,2,3,0,0,15,7,8,14,5,9,2,0,0.36,0.2,0.16,0.18,0.14,561,0.56,160,75,1122,449,0.08,107,56,-1,8,7280000
Jordan Thomas,21,2019/2020,Defender,Norwich City,0,0,0,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,156000
Jordon Ibe,26,2019/2020,Midfielder,AFC Bournemouth,48,22,26,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.88,48,24,0,0,0.0,-1,-1,-1,22,1976000
José Holebas,38,2019/2020,Defender,Watford,1024,486,538,Greece,14,8,6,0,0,0,0,0,0,0,0,2,1,1,26,12,14,5,0,0.0,0.0,0.0,0.0,0.0,0,2.29,39,73,205,0,0.44,399,360,165,21,1560000
José Ignacio Peleteiro Ramallo,31,2019/2020,Midfielder,Aston Villa,333,167,166,Spain,10,5,5,0,0,0,1,1,0,0,0,3,3,0,4,0,4,0,0,0.27,0.27,0.0,0.0,0.0,0,1.08,83,33,0,333,0.0,408,30,-1,26,1300000
Joseph Willock,23,2019/2020,Midfielder,Arsenal,844,340,504,England,29,12,17,1,0,1,1,0,1,0,0,8,3,5,15,6,9,2,0,0.21,0.11,0.11,0.0,0.18,844,1.6,56,29,422,844,0.21,138,121,-1,15,1040000
Josh Brownhill,26,2019/2020,Midfielder,Burnley,805,355,450,England,10,5,5,0,0,0,0,0,0,0,0,5,2,3,10,4,6,2,0,0.0,0.0,0.0,0.0,0.0,0,1.12,81,81,403,0,0.22,310,312,-1,13,2080000
Joshua King,30,2019/2020,Forward,AFC Bournemouth,2020,1000,1020,Norway,26,13,13,6,3,3,4,2,2,3,0,5,3,2,37,17,20,0,0,0.45,0.18,0.27,0.27,0.26,337,1.65,55,78,0,505,0.0,60,65,-1,3,2340000
Juan Marcos Foyth,24,2019/2020,Defender,Tottenham Hotspur,66,18,48,Argentina,4,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,2.73,33,17,66,0,1.36,-1,-1,-1,22,1118000
Juan Mata,34,2019/2020,Midfielder,Manchester United,753,468,285,Spain,19,11,8,0,0,0,2,2,0,0,0,5,5,0,6,4,2,1,0,0.24,0.24,0.0,0.0,0.0,0,0.72,126,40,753,377,0.12,387,35,-1,26,8320000
Junior Stanislas,32,2019/2020,Midfielder,AFC Bournemouth,710,283,427,England,15,6,9,3,1,2,0,0,0,1,0,1,1,0,16,3,13,1,0,0.38,0.0,0.38,0.32,0.42,237,2.03,44,47,710,0,0.13,42,334,-1,5,1820000
Keinan Davis,24,2019/2020,Midfielder,Aston Villa,538,291,247,England,18,10,8,0,0,0,0,0,0,0,0,4,4,0,7,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0,1.17,77,30,0,0,0.0,266,399,-1,22,260000
Kelechi Iheanacho,26,2019/2020,Forward,Leicester City,962,452,510,Nigeria,20,10,10,5,2,3,3,2,1,0,0,4,3,1,8,3,5,1,0,0.75,0.28,0.47,0.4,0.53,192,0.75,120,48,962,321,0.09,26,28,-1,5,3120000
Kevin De Bruyne,31,2019/2020,Midfielder,Manchester City,2800,1403,1397,Belgium,35,17,18,13,9,4,20,12,8,2,0,17,10,7,21,9,12,3,0,1.06,0.64,0.42,0.58,0.26,215,0.68,133,80,933,140,0.1,31,1,-1,4,16683333
Kevin Long,32,2019/2020,Defender,Burnley,562,270,292,Republic of Ireland,8,3,5,0,0,0,0,0,0,0,0,3,0,3,5,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.8,112,70,0,0,0.0,321,409,12,16,1200000
Kieran Tierney,25,2019/2020,Defender,Arsenal,992,630,362,Scotland,15,8,7,1,1,0,1,1,0,0,0,3,1,2,14,10,4,2,0,0.18,0.09,0.09,0.14,0.0,992,1.27,71,66,496,992,0.18,168,153,81,9,4200000
Kieron Freeman,30,2019/2020,Defender,Sheffield United,5,0,5,Wales,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,0.0,-1,-1,-1,17,520000
Konstantinos Mavropanos,24,2019/2020,Defender,Arsenal,0,0,0,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1191667
Kortney Hause,27,2019/2020,Defender,Aston Villa,1544,810,734,England,18,9,9,1,1,0,0,0,0,0,0,2,2,0,32,18,14,3,0,0.06,0.0,0.06,0.11,0.0,1544,1.87,48,86,515,0,0.17,213,333,153,10,416000
Kurt Zouma,28,2019/2020,Defender,Chelsea,2342,1128,1214,France,28,14,14,0,0,0,0,0,0,0,0,7,6,1,37,8,29,6,0,0.0,0.0,0.0,0.0,0.0,0,1.42,63,84,390,0,0.23,391,406,112,25,2080000
Kyle Walker,32,2019/2020,Defender,Manchester City,2397,1073,1324,England,29,14,15,1,1,0,4,2,2,0,0,14,8,6,24,6,18,5,0,0.19,0.15,0.04,0.08,0.0,2397,0.9,100,83,479,599,0.19,239,87,27,13,5720000
Kyle Walker-Peters,25,2019/2020,Defender,Southampton,943,493,450,England,13,7,6,0,0,0,0,0,0,0,0,3,1,2,12,6,6,1,0,0.0,0.0,0.0,0.0,0.0,0,1.15,79,73,943,0,0.1,414,391,58,18,1040000
Leander Dendoncker,27,2019/2020,Midfielder,Wolverhampton Wanderers,2794,1499,1295,Belgium,38,19,19,4,3,1,0,0,0,0,0,13,8,5,30,13,17,5,0,0.13,0.0,0.13,0.18,0.07,699,0.97,93,74,559,0,0.16,128,379,-1,5,4680000
Leandro Trossard,27,2019/2020,Forward,Brighton & Hove Albion,2013,1256,757,Belgium,31,17,14,5,4,1,3,3,0,0,0,6,3,3,33,21,12,0,0,0.36,0.13,0.22,0.29,0.12,403,1.48,61,65,0,671,0.0,80,97,-1,2,1820000
Leighton Baines,37,2019/2020,Defender,Everton,402,118,284,England,8,3,5,0,0,0,0,0,0,0,0,1,0,1,8,2,6,0,0,0.0,0.0,0.0,0.0,0.0,0,1.79,50,50,0,0,0.0,265,319,148,14,3380000
Leon Balogun,34,2019/2020,Defender,Brighton & Hove Albion,0,0,0,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,950000
Leon Clarke,37,2019/2020,Forward,Sheffield United,33,13,20,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,5.45,17,17,0,0,0.0,-1,-1,-1,16,468000
Leonardo Campana Romero,22,2019/2020,Forward,Wolverhampton Wanderers,0,0,0,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,3640000
Leroy Sané,26,2019/2020,Midfielder,Manchester City,11,11,0,Germany,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11,0,0,0.0,-1,-1,-1,16,4680000
Lewis Cook,25,2019/2020,Midfielder,AFC Bournemouth,1345,693,652,England,27,15,12,0,0,0,0,0,0,0,0,3,2,1,28,10,18,5,0,0.0,0.0,0.0,0.0,0.0,0,1.87,48,50,269,0,0.33,308,269,-1,20,1820000
Lewis Dunk,30,2019/2020,Defender,Brighton & Hove Albion,3231,1611,1620,England,36,18,18,3,1,2,3,2,1,0,0,9,4,5,47,23,24,9,0,0.17,0.08,0.08,0.06,0.11,1077,1.31,69,90,359,1077,0.25,182,161,92,4,2340000
Lewis Jack Gibson,22,2019/2020,Defender,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,2080000
Liam Gibson,25,2019/2020,Defender,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,2080000
Lloyd Kelly,24,2019/2020,Defender,AFC Bournemouth,638,360,278,England,8,4,4,0,0,0,0,0,0,0,0,1,1,0,14,6,8,2,0,0.0,0.0,0.0,0.0,0.0,0,1.97,46,80,319,0,0.28,272,325,157,17,1560000
Lucas Digne,29,2019/2020,Defender,Everton,3035,1570,1465,France,35,18,17,0,0,0,7,6,1,0,0,9,6,3,42,16,26,6,0,0.21,0.21,0.0,0.0,0.0,0,1.25,72,87,506,434,0.18,366,51,76,22,4680000
Lucas Rodrigues Moura da Silva,30,2019/2020,Midfielder,Tottenham Hotspur,2246,1160,1086,Brazil,35,17,18,4,1,3,4,4,0,0,0,8,6,2,27,12,15,3,0,0.32,0.16,0.16,0.08,0.25,562,1.08,83,64,749,562,0.12,108,85,-1,4,8320000
Lucas Torreira,26,2019/2020,Midfielder,Arsenal,1509,799,710,Uruguay,29,16,13,1,0,1,1,0,1,0,0,6,3,3,23,14,9,7,0,0.12,0.06,0.06,0.0,0.13,1509,1.37,66,52,216,1509,0.42,205,194,-1,12,3900000
Luka Milivojević,31,2019/2020,Midfielder,Crystal Palace,2514,1270,1244,Serbia,31,16,15,3,1,2,1,0,1,2,0,8,5,3,36,15,21,12,0,0.14,0.04,0.11,0.07,0.14,838,1.29,70,81,210,2514,0.43,143,225,-1,4,2860000
Lukas Rupp,31,2019/2020,Midfielder,Norwich City,698,210,488,Germany,12,6,6,0,0,0,0,0,0,0,0,3,2,1,17,4,13,1,0,0.0,0.0,0.0,0.0,0.0,0,2.19,41,58,698,0,0.13,289,302,-1,17,1170000
Luke Freeman,30,2019/2020,Forward,Sheffield United,360,178,182,England,11,4,7,0,0,0,0,0,0,0,0,4,2,2,5,2,3,2,0,0.0,0.0,0.0,0.0,0.0,0,1.25,72,33,180,0,0.5,338,390,-1,24,520000
Luke Shaw,27,2019/2020,Defender,Manchester United,1734,864,870,England,24,13,11,0,0,0,0,0,0,0,0,9,5,4,15,6,9,7,0,0.0,0.0,0.0,0.0,0.0,0,0.78,116,72,248,0,0.36,385,350,9,28,6240000
Lys Mousset,26,2019/2020,Forward,Sheffield United,1232,524,708,France,30,14,16,6,3,3,4,4,0,0,0,11,6,5,14,3,11,1,0,0.73,0.29,0.44,0.52,0.38,205,1.02,88,41,1232,308,0.07,29,27,-1,1,1300000
Mahmoud Ibrahim Hassan,28,2019/2020,Midfielder,Aston Villa,1951,880,1071,Egypt,34,17,17,6,4,2,1,1,0,0,0,5,5,0,25,10,15,4,1,0.32,0.05,0.28,0.41,0.17,325,1.15,78,57,488,1951,0.18,58,209,-1,2,1690000
Mamadou Sakho,32,2019/2020,Defender,Crystal Palace,932,382,550,France,14,6,8,0,0,0,0,0,0,0,0,3,2,1,19,5,14,2,1,0.0,0.0,0.0,0.0,0.0,0,1.83,49,67,311,0,0.29,297,292,151,16,5200000
Manuel Lanzini,29,2019/2020,Midfielder,West Ham United,1377,680,697,Argentina,24,13,11,0,0,0,2,1,1,0,0,3,2,1,27,16,11,1,0,0.13,0.13,0.0,0.0,0.0,0,1.76,51,57,1377,689,0.07,354,100,-1,26,3640000
Marc Albrighton,32,2019/2020,Midfielder,Leicester City,863,388,475,England,20,8,12,0,0,0,3,3,0,0,0,6,4,2,10,5,5,2,0,0.31,0.31,0.0,0.0,0.0,0,1.04,86,43,432,288,0.21,380,22,-1,19,2340000
Marco Stiepermann,31,2019/2020,Midfielder,Norwich City,1184,585,599,Germany,24,10,14,0,0,0,0,0,0,0,0,1,1,0,32,17,15,6,0,0.0,0.0,0.0,0.0,0.0,0,2.43,37,49,197,0,0.46,348,326,-1,25,910000
Marcos Alonso,31,2019/2020,Defender,Chelsea,1430,695,735,Spain,18,8,10,4,2,2,2,0,2,0,0,6,5,1,18,3,15,4,0,0.38,0.13,0.25,0.26,0.24,358,1.13,79,79,358,715,0.25,70,96,52,6,5200000
Marcus Rashford,25,2019/2020,Forward,Manchester United,2655,1257,1398,England,31,15,16,17,12,5,7,3,4,6,2,9,4,5,26,12,14,3,0,0.81,0.24,0.58,0.86,0.32,156,0.88,102,86,885,379,0.1,17,39,-1,1,10400000
Mario Vrančić,33,2019/2020,Midfielder,Norwich City,626,403,223,Bosnia and Herzegovina,20,12,8,1,1,0,0,0,0,0,0,1,0,1,17,9,8,3,0,0.14,0.0,0.14,0.22,0.0,626,2.44,37,31,209,0,0.43,118,273,-1,8,1040000
Mark Noble,35,2019/2020,Midfielder,West Ham United,2686,1286,1400,England,33,15,18,4,2,2,3,2,1,3,0,7,3,4,43,22,21,5,0,0.23,0.1,0.13,0.14,0.13,672,1.44,62,81,537,895,0.17,127,135,-1,5,2600000
Martin Kelly,32,2019/2020,Defender,Crystal Palace,1550,701,849,England,19,9,10,0,0,0,1,0,1,0,0,6,4,2,16,6,10,0,0,0.06,0.06,0.0,0.0,0.0,0,0.93,97,82,0,1550,0.0,332,204,32,25,1300000
Martín Montoya,31,2019/2020,Defender,Brighton & Hove Albion,1901,1006,895,Spain,27,14,13,0,0,0,1,1,0,0,0,6,3,3,31,15,16,5,0,0.05,0.05,0.0,0.0,0.0,0,1.47,61,70,380,1901,0.24,395,210,117,23,2600000
Marvelous Nakamba,28,2019/2020,Midfielder,Aston Villa,1835,867,968,Zimbabwe,29,16,13,0,0,0,0,0,0,0,0,5,5,0,35,13,22,5,0,0.0,0.0,0.0,0.0,0.0,0,1.72,52,63,367,0,0.25,279,272,-1,19,1690000
Mason Greenwood,21,2019/2020,Midfielder,Manchester United,1310,747,563,England,31,16,15,10,7,3,1,0,1,0,0,9,5,4,10,7,3,0,0,0.76,0.07,0.69,0.84,0.48,131,0.69,131,42,0,1310,0.0,4,188,-1,3,1820000
Mason Holgate,26,2019/2020,Defender,Everton,2053,937,1116,England,27,14,13,0,0,0,3,0,3,0,0,7,6,1,28,5,23,5,0,0.13,0.13,0.0,0.0,0.0,0,1.23,73,76,411,684,0.22,397,102,70,18,1300000
Mason Mount,23,2019/2020,Midfielder,Chelsea,2874,1415,1459,England,37,18,19,7,4,3,5,1,4,0,0,8,7,1,44,14,30,3,0,0.38,0.16,0.22,0.25,0.19,411,1.38,65,78,958,575,0.09,82,81,-1,5,4160000
Matěj Vydra,30,2019/2020,Forward,Burnley,812,341,471,Czech Republic,19,7,12,2,1,1,1,0,1,0,0,6,2,4,7,1,6,0,0,0.33,0.11,0.22,0.26,0.19,406,0.78,116,43,0,812,0.0,77,128,-1,7,1820000
Mateo Kovačić,28,2019/2020,Midfielder,Chelsea,2073,994,1079,Croatia,31,15,16,1,0,1,3,0,3,0,0,6,5,1,37,10,27,8,0,0.17,0.13,0.04,0.0,0.08,2073,1.61,56,67,259,691,0.35,226,106,-1,14,7800000
Matias Ezequiel Schelotto,33,2019/2020,Defender,Brighton & Hove Albion,362,186,176,Italy,8,5,3,0,0,0,0,0,0,0,0,1,1,0,7,4,3,2,0,0.0,0.0,0.0,0.0,0.0,0,1.74,52,45,181,0,0.5,267,277,141,15,1664000
Matt Doherty,30,2019/2020,Defender,Wolverhampton Wanderers,2840,1531,1309,Republic of Ireland,36,19,17,4,3,1,3,2,1,0,0,13,8,5,26,11,15,1,0,0.22,0.1,0.13,0.18,0.07,710,0.82,109,79,2840,947,0.03,130,139,16,3,520000
Matt Ritchie,33,2019/2020,Midfielder,Newcastle United,1316,705,611,Scotland,18,9,9,2,2,0,1,1,0,0,1,7,4,3,16,6,10,4,0,0.21,0.07,0.14,0.26,0.0,658,1.09,82,73,329,1316,0.27,113,184,-1,8,2340000
Matt Targett,27,2019/2020,Defender,Aston Villa,2295,1104,1191,England,28,14,14,1,1,0,2,0,2,0,0,5,5,0,37,14,23,4,0,0.12,0.08,0.04,0.08,0.0,2295,1.45,62,82,574,1148,0.16,234,165,115,9,1820000
Matthew Longstaff,22,2019/2020,Midfielder,Newcastle United,573,189,384,England,9,4,5,2,1,1,0,0,0,0,0,2,2,0,9,1,8,1,0,0.31,0.0,0.31,0.48,0.23,287,1.41,64,64,573,0,0.16,50,296,-1,10,36000
Matthew Lowton,33,2019/2020,Defender,Burnley,1530,630,900,England,17,7,10,0,0,0,1,0,1,0,0,6,5,1,30,7,23,2,0,0.06,0.06,0.0,0.0,0.0,0,1.76,51,90,765,1530,0.12,318,195,143,20,1300000
Matthew Smith,22,2019/2020,Defender,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1820000
Matty James,31,2019/2020,Midfielder,Leicester City,5,5,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,0.0,-1,-1,-1,17,1300000
